MySQL [(none)]> select distinct asset_id,financial_plan_id,investment_id,asset_state,state,asset_type,asset_pool,create_time  from invest.t_investments where  asset_state = 8 and state = 2;
+------------------+-------------------+-------------------+-------------+-------+------------+------------+---------------------+
| asset_id         | financial_plan_id | investment_id     | asset_state | state | asset_type | asset_pool | create_time         |
| 3773688471692040 |  3152169262360401 | 20161109000036788 |           8 |     2 |          0 |          2 | 2016-11-09 19:25:47 |
| 3238264493171246 | 20161105000023403 | 20161109000040574 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:16 |
| 3238264493171246 | 20161105000023403 | 20161109000040664 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:17 |
| 3238264493171246 | 20161105000023403 | 20161109000040797 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:18 |
| 3238264493171246 | 20161105000023403 | 20161109000040844 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:18 |
| 3238264493171246 | 20161105000023403 | 20161109000040938 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:20 |
| 3238264493171246 | 20161105000023403 | 20161109000041092 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:21 |
| 3238264493171246 | 20161105000023403 | 20161109000041185 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:25 |
| 3238264493171246 | 20161105000023403 | 20161109000041242 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:25 |
| 3238264493171246 | 20161105000023403 | 20161109000041373 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:26 |
| 3238264493171246 | 20161105000023403 | 20161109000041458 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:27 |
| 3238264493171246 | 20161105000023403 | 20161109000041503 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:27 |
| 3238264493171246 | 20161105000023403 | 20161109000041696 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:28 |
| 3599367863171224 | 20161105000023403 | 20161109000041762 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:30 |
| 3599367863171224 | 20161105000023403 | 20161109000041857 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:32 |
| 3599367863171224 | 20161105000023403 | 20161109000041974 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:33 |
| 3164764403222061 | 20161105000023403 | 20161109000042094 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:34 |
| 3164764403222061 | 20161105000023403 | 20161109000042162 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:35 |
| 3164764403222061 | 20161105000023403 | 20161109000042211 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:36 |
| 3164764403222061 | 20161105000023403 | 20161109000042377 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:37 |
| 3164764403222061 | 20161105000023403 | 20161109000042464 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:39 |
| 3164764403222061 | 20161105000023403 | 20161109000042544 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:40 |
| 3164764403222061 | 20161105000023403 | 20161109000042638 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:41 |
| 3164764403222061 | 20161105000023403 | 20161109000042727 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:44 |
| 3164764403222061 | 20161105000023403 | 20161109000042872 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:44 |
| 3164764403222061 | 20161105000023403 | 20161109000042916 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:45 |
| 3164764403222061 | 20161105000023403 | 20161109000043085 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:46 |
| 3164764403222061 | 20161105000023403 | 20161109000043142 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:46 |
| 3164764403222061 | 20161105000023403 | 20161109000043273 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:47 |
| 3164764403222061 | 20161105000023403 | 20161109000043396 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:49 |
| 3599367863171224 | 20161105000023403 | 20161109000043411 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:51 |
| 3599367863171224 | 20161105000023403 | 20161109000043577 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:52 |
| 3599367863171224 | 20161105000023403 | 20161109000043664 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:54 |
| 3599367863171224 | 20161105000023403 | 20161109000043746 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:56 |
| 3599367863171224 | 20161105000023403 | 20161109000043838 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:56 |
| 3599367863171224 | 20161105000023403 | 20161109000043992 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:57 |
| 3599367863171224 | 20161105000023403 | 20161109000044027 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:59 |
| 3599367863171224 | 20161105000023403 | 20161109000044172 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:59 |
| 3599367863171224 | 20161105000023403 | 20161109000044216 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:00 |
| 3599367863171224 | 20161105000023403 | 20161109000044358 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:02 |
| 3599367863171224 | 20161105000023403 | 20161109000044496 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:03 |
| 3957750043171288 | 20161105000023403 | 20161109000044594 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:04 |
| 3957750043171288 | 20161105000023403 | 20161109000044664 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:08 |
| 3957750043171288 | 20161105000023403 | 20161109000044738 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:11 |
| 3957750043171288 | 20161105000023403 | 20161109000044872 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:18 |
| 3957750043171288 | 20161105000023403 | 20161109000044942 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:19 |
| 3957750043171288 | 20161105000023403 | 20161109000045058 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:20 |
| 3957750043171288 | 20161105000023403 | 20161109000045162 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:23 |
| 3957750043171288 | 20161105000023403 | 20161109000045211 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:24 |
| 3957750043171288 | 20161105000023403 | 20161109000045357 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:25 |
| 3957750043171288 | 20161105000023403 | 20161109000045474 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:26 |
| 3957750043171288 | 20161105000023403 | 20161109000045564 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:26 |
| 3599367863171224 | 20161105000023403 | 20161109000045662 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:30 |
| 3599367863171224 | 20161105000023403 | 20161109000045774 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:33 |
| 3599367863171224 | 20161105000023403 | 20161109000045864 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:33 |
| 3599367863171224 | 20161105000023403 | 20161109000045946 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:35 |
| 3147745453222026 | 20161105000023403 | 20161109000046094 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:36 |
| 3147745453222026 | 20161105000023403 | 20161109000046162 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:37 |
| 3147745453222026 | 20161105000023403 | 20161109000046277 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:38 |
| 3147745453222026 | 20161105000023403 | 20161109000046386 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:46 |
| 3147745453222026 | 20161105000023403 | 20161109000046442 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:48 |
| 3147745453222026 | 20161105000023403 | 20161109000046573 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:48 |
| 3147745453222026 | 20161105000023403 | 20161109000046696 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:50 |
| 3121531043222091 | 20161105000023403 | 20161109000046794 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:50 |
| 3121531043222091 | 20161105000023403 | 20161109000046862 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:51 |
| 3121531043222091 | 20161105000023403 | 20161109000046911 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:52 |
| 3121531043222091 | 20161105000023403 | 20161109000047057 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:54 |
| 3121531043222091 | 20161105000023403 | 20161109000047138 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:57 |
| 3121531043222091 | 20161105000023403 | 20161109000047292 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:58 |
| 3121531043222091 | 20161105000023403 | 20161109000047316 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:01 |
| 3121531043222091 | 20161105000023403 | 20161109000047442 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:01 |
| 3121531043222091 | 20161105000023403 | 20161109000047573 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:02 |
| 3121531043222091 | 20161105000023403 | 20161109000047696 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:03 |
| 3164764403222061 | 20161105000023403 | 20161109000047794 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:04 |
| 3164764403222061 | 20161105000023403 | 20161109000047862 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:05 |
| 3164764403222061 | 20161105000023403 | 20161109000047957 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:07 |
| 3164764403222061 | 20161105000023403 | 20161109000048044 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:09 |
| 3164764403222061 | 20161105000023403 | 20161109000048192 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:12 |
| 3164764403222061 | 20161105000023403 | 20161109000048273 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:16 |
| 3599367863171224 | 20161105000023403 | 20161109000048362 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:19 |
| 3599367863171224 | 20161105000023403 | 20161109000048411 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:20 |
| 3599367863171224 | 20161105000023403 | 20161109000048577 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:20 |
| 3599367863171224 | 20161105000023403 | 20161109000048657 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:21 |
| 3599367863171224 | 20161105000023403 | 20161109000048774 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:22 |
| 3599367863171224 | 20161105000023403 | 20161109000048864 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:22 |
| 3599367863171224 | 20161105000023403 | 20161109000048944 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:23 |
| 3599367863171224 | 20161105000023403 | 20161109000049038 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:25 |
| 3599367863171224 | 20161105000023403 | 20161109000049192 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:26 |
| 3599367863171224 | 20161105000023403 | 20161109000049242 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:30 |
| 3599367863171224 | 20161105000023403 | 20161109000049373 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:30 |
| 3599367863171224 | 20161105000023403 | 20161109000049458 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:31 |
| 3164764403222061 | 20161105000023403 | 20161109000049594 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:33 |
| 3164764403222061 | 20161105000023403 | 20161109000049662 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:34 |
| 3164764403222061 | 20161105000023403 | 20161109000049711 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:34 |
| 3164764403222061 | 20161105000023403 | 20161109000049857 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:35 |
| 3164764403222061 | 20161105000023403 | 20161109000049974 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:36 |
| 3238264493171246 | 20161105000023403 | 20161109000050057 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:15 |
| 3238264493171246 | 20161105000023403 | 20161109000050146 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:19 |
| 3238264493171246 | 20161105000023403 | 20161109000050286 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:21 |
| 3238264493171246 | 20161105000023403 | 20161109000050327 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:22 |
| 3238264493171246 | 20161105000023403 | 20161109000050472 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:23 |
| 3238264493171246 | 20161105000023403 | 20161109000050516 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:24 |
| 3599367863171224 | 20161105000023403 | 20161109000050694 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:29 |
| 3599367863171224 | 20161105000023403 | 20161109000050711 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:31 |
| 3599367863171224 | 20161105000023403 | 20161109000050877 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:31 |
| 3599367863171224 | 20161105000023403 | 20161109000050964 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:33 |
| 3599367863171224 | 20161105000023403 | 20161109000051097 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:34 |
| 3164764403222061 | 20161105000023403 | 20161109000051157 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:37 |
| 3164764403222061 | 20161105000023403 | 20161109000051274 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:38 |
| 3164764403222061 | 20161105000023403 | 20161109000051397 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:39 |
| 3164764403222061 | 20161105000023403 | 20161109000051446 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:41 |
| 3164764403222061 | 20161105000023403 | 20161109000051592 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:42 |
| 3164764403222061 | 20161105000023403 | 20161109000051686 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:43 |
| 3164764403222061 | 20161105000023403 | 20161109000051758 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:48 |
| 3164764403222061 | 20161105000023403 | 20161109000051803 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:48 |
| 3599367863171224 | 20161105000023403 | 20161109000051994 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:50 |
| 3599367863171224 | 20161105000023403 | 20161109000052062 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:51 |
| 3599367863171224 | 20161105000023403 | 20161109000052157 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:53 |
| 3599367863171224 | 20161105000023403 | 20161109000052274 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:54 |
| 3599367863171224 | 20161105000023403 | 20161109000052344 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:55 |
| 3599367863171224 | 20161105000023403 | 20161109000052486 |           8 |     2 |          0 |          2 | 2016-11-09 19:26:58 |
| 3599367863171224 | 20161105000023403 | 20161109000052542 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:01 |
| 3599367863171224 | 20161105000023403 | 20161109000052673 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:02 |
| 3599367863171224 | 20161105000023403 | 20161109000052703 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:03 |
| 3957750043171288 | 20161105000023403 | 20161109000052862 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:05 |
| 3957750043171288 | 20161105000023403 | 20161109000052911 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:06 |
| 3957750043171288 | 20161105000023403 | 20161109000053077 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:06 |
| 3957750043171288 | 20161105000023403 | 20161109000053157 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:07 |
| 3957750043171288 | 20161105000023403 | 20161109000053274 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:08 |
| 3957750043171288 | 20161105000023403 | 20161109000053344 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:09 |
| 3957750043171288 | 20161105000023403 | 20161109000053446 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:10 |
| 3957750043171288 | 20161105000023403 | 20161109000053592 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:16 |
| 3957750043171288 | 20161105000023403 | 20161109000053686 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:17 |
| 3957750043171288 | 20161105000023403 | 20161109000053716 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:18 |
| 3957750043171288 | 20161105000023403 | 20161109000053873 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:20 |
| 3957750043171288 | 20161105000023403 | 20161109000053996 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:21 |
| 3957750043171288 | 20161105000023403 | 20161109000054094 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:22 |
| 3957750043171288 | 20161105000023403 | 20161109000054177 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:24 |
| 3957750043171288 | 20161105000023403 | 20161109000054244 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:27 |
| 3957750043171288 | 20161105000023403 | 20161109000054346 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:28 |
| 3957750043171288 | 20161105000023403 | 20161109000054438 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:29 |
| 3599367863171224 | 20161105000023403 | 20161109000054594 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:29 |
| 3599367863171224 | 20161105000023403 | 20161109000054611 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:31 |
| 3599367863171224 | 20161105000023403 | 20161109000054777 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:32 |
| 3599367863171224 | 20161105000023403 | 20161109000054857 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:32 |
| 3599367863171224 | 20161105000023403 | 20161109000054944 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:34 |
| 3599367863171224 | 20161105000023403 | 20161109000055038 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:35 |
| 3147745453222026 | 20161105000023403 | 20161109000055111 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:38 |
| 3147745453222026 | 20161105000023403 | 20161109000055257 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:40 |
| 3147745453222026 | 20161105000023403 | 20161109000055374 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:41 |
| 3147745453222026 | 20161105000023403 | 20161109000055464 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:41 |
| 3147745453222026 | 20161105000023403 | 20161109000055544 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:42 |
| 3147745453222026 | 20161105000023403 | 20161109000055646 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:43 |
| 3147745453222026 | 20161105000023403 | 20161109000055738 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:44 |
| 3147745453222026 | 20161105000023403 | 20161109000055892 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:45 |
| 3147745453222026 | 20161105000023403 | 20161109000055972 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:46 |
| 3147745453222026 | 20161105000023403 | 20161109000056016 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:47 |
| 3147745453222026 | 20161105000023403 | 20161109000056158 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:49 |
| 3121531043222091 | 20161105000023403 | 20161109000056277 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:53 |
| 3121531043222091 | 20161105000023403 | 20161109000056374 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:54 |
| 3121531043222091 | 20161105000023403 | 20161109000056464 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:55 |
| 3121531043222091 | 20161105000023403 | 20161109000056544 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:56 |
| 3121531043222091 | 20161105000023403 | 20161109000056646 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:57 |
| 3121531043222091 | 20161105000023403 | 20161109000056786 |           8 |     2 |          0 |          2 | 2016-11-09 19:27:59 |
| 3121531043222091 | 20161105000023403 | 20161109000056872 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:00 |
| 3121531043222091 | 20161105000023403 | 20161109000056958 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:03 |
| 3164764403222061 | 20161105000023403 | 20161109000057011 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:06 |
| 3164764403222061 | 20161105000023403 | 20161109000057177 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:06 |
| 3164764403222061 | 20161105000023403 | 20161109000057274 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:08 |
| 3164764403222061 | 20161105000023403 | 20161109000057364 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:09 |
| 3164764403222061 | 20161105000023403 | 20161109000057446 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:10 |
| 3164764403222061 | 20161105000023403 | 20161109000057538 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:11 |
| 3164764403222061 | 20161105000023403 | 20161109000057686 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:13 |
| 3164764403222061 | 20161105000023403 | 20161109000057772 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:14 |
| 3164764403222061 | 20161105000023403 | 20161109000057816 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:14 |
| 3164764403222061 | 20161105000023403 | 20161109000057942 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:15 |
| 3164764403222061 | 20161105000023403 | 20161109000058058 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:17 |
| 3164764403222061 | 20161105000023403 | 20161109000058196 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:18 |
| 3599367863171224 | 20161105000023403 | 20161109000058294 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:18 |
| 3599367863171224 | 20161105000023403 | 20161109000058346 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:24 |
| 3599367863171224 | 20161105000023403 | 20161109000058486 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:27 |
| 3599367863171224 | 20161105000023403 | 20161109000058572 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:28 |
| 3599367863171224 | 20161105000023403 | 20161109000058616 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:29 |
| 3599367863171224 | 20161105000023403 | 20161109000058796 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:32 |
| 3164764403222061 | 20161105000023403 | 20161109000058877 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:35 |
| 3164764403222061 | 20161105000023403 | 20161109000058964 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:37 |
| 3238264493171246 | 20161105000023403 | 20161109000059094 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:40 |
| 3238264493171246 | 20161105000023403 | 20161109000059174 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:44 |
| 3238264493171246 | 20161105000023403 | 20161109000059244 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:45 |
| 3238264493171246 | 20161105000023403 | 20161109000059346 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:46 |
| 3238264493171246 | 20161105000023403 | 20161109000059438 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:46 |
| 3677212231754860 | 20161105000023403 | 20161109000059562 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:48 |
| 3677212231754860 | 20161105000023403 | 20161109000059677 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:50 |
| 3677212231754860 | 20161105000023403 | 20161109000059774 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:51 |
| 3695582762996824 | 20161105000023403 | 20161109000059894 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:52 |
| 3695582762996824 | 20161105000023403 | 20161109000059962 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:53 |
| 3164764403222061 | 20161105000023403 | 20161109000060044 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:37 |
| 3164764403222061 | 20161105000023403 | 20161109000060146 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:38 |
| 3164764403222061 | 20161105000023403 | 20161109000060238 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:38 |
| 3164764403222061 | 20161105000023403 | 20161109000060392 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:39 |
| 3238264493171246 | 20161105000023403 | 20161109000060462 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:41 |
| 3238264493171246 | 20161105000023403 | 20161109000060511 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:41 |
| 3238264493171246 | 20161105000023403 | 20161109000060677 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:42 |
| 3238264493171246 | 20161105000023403 | 20161109000060757 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:43 |
| 3238264493171246 | 20161105000023403 | 20161109000060864 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:44 |
| 3238264493171246 | 20161105000023403 | 20161109000060992 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:47 |
| 3677212231754860 | 20161105000023403 | 20161109000061094 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:48 |
| 3677212231754860 | 20161105000023403 | 20161109000061111 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:49 |
| 3677212231754860 | 20161105000023403 | 20161109000061257 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:50 |
| 3695582762996824 | 20161105000023403 | 20161109000061311 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:53 |
| 3695582762996824 | 20161105000023403 | 20161109000061457 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:55 |
| 3695582762996824 | 20161105000023403 | 20161109000061564 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:56 |
| 3695582762996824 | 20161105000023403 | 20161109000061644 |           8 |     2 |          0 |          2 | 2016-11-09 19:28:57 |
